DAY,TMAX,TMIN,TEMP,IRRAD,RAIN,WIND,VAP,SNOWDEPTH
2000-01-01,13.62,2.04,5.4,11430.0,0.0,1.46,0.7817580924843126,-999
2000-01-02,13.75,2.06,6.72,10960.0,0.0,1.39,0.7470775464503866,-999
2000-01-03,13.4,2.83,7.44,11240.0,0.0,1.06,0.9514182103933012,-999
2000-01-04,12.54,6.68,9.26,5660.0,0.0,1.36,1.1566197870926747,-999
2000-01-05,12.21,6.81,8.92,6030.0,0.001,1.12,1.0800971266534045,-999
2000-01-06,7.4,1.48,4.86,3030.0,0.119,1.4,0.7470775464503866,-999
2000-01-07,6.23,-0.75,2.08,3170.0,0.099,1.8,0.5880678800796711,-999
2000-01-08,5.84,-0.77,1.84,4550.0,0.015,1.1,0.636146437605938,-999
2000-01-09,7.55,0.22,3.41,5620.0,0.024,1.11,0.6986026791717823,-999
2000-01-10,6.91,1.52,3.48,3040.0,0.12,2.13,0.713762361195742,-999
2000-01-11,7.33,1.81,4.12,3500.0,0.223,0.97,0.7349501812452433,-999
2000-01-12,4.95,-0.94,2.06,3010.0,0.009,1.6,0.6338461651799894,-999
2000-01-13,6.65,-1.66,1.44,4910.0,0.003,1.97,0.5786779295052928,-999
2000-01-14,3.19,-2.21,0.02,3570.0,0.11399999999999999,2.5,0.5293651362920465,-999
2000-01-15,4.36,-2.67,0.13,5210.0,0.026000000000000002,1.4,0.530933857949867,-999
2000-01-16,2.81,-2.85,-0.63,3400.0,0.093,1.26,0.4980976262566106,-999
2000-01-17,4.58,-3.14,-0.02,8020.0,0.011,0.64,0.48962647905903567,-999
2000-01-18,8.28,-2.54,1.81,11950.0,0.0,1.55,0.4848950979144516,-999
2000-01-19,5.03,-4.35,-0.13,9730.0,0.0,2.16,0.4289153755028653,-999
2000-01-20,3.26,-4.7,-1.3,6190.0,0.585,2.27,0.4334877060882171,-999
2000-01-21,1.3,-3.74,-1.87,3380.0,0.6,2.37,0.4769803426643932,-999
2000-01-22,2.68,-3.47,-0.66,5660.0,0.497,1.14,0.534873678218459,-999
2000-01-23,3.03,-1.82,0.08,4130.0,0.921,1.01,0.5727717891898538,-999
2000-01-24,1.6,-6.45,-2.16,4330.0,0.493,0.96,0.4594163959966603,-999
2000-01-25,0.69,-7.89,-4.21,6790.0,0.027000000000000003,1.29,0.3749742196166914,-999
2000-01-26,2.18,-6.8,-3.21,10350.0,0.002,0.98,0.38430877715852385,-999
2000-01-27,0.84,-5.59,-3.38,5380.0,0.014000000000000002,1.93,0.3902470302415128,-999
2000-01-28,-0.16,-5.61,-3.38,5830.0,0.024,1.5,0.3902470302415128,-999
2000-01-29,4.23,-4.86,-0.68,9140.0,0.001,1.19,0.4511911347544638,-999
2000-01-30,1.56,-4.11,-1.42,7110.0,0.254,1.77,0.39054606796872016,-999
2000-01-31,-0.98,-7.34,-4.23,9350.0,0.146,2.28,0.3322881286936207,-999
2000-02-01,0.55,-8.95,-4.73,9560.0,0.018,1.99,0.34226755099838807,-999
2000-02-02,0.65,-6.48,-3.24,7200.0,0.068,1.44,0.40083507609533947,-999
2000-02-03,1.78,-5.55,-2.2,5180.0,0.011,1.67,0.4501722089163695,-999
2000-02-04,3.3,-3.61,-0.67,4440.0,0.027000000000000003,0.81,0.4784108188073768,-999
2000-02-05,7.6,-3.17,1.42,11000.0,0.002,0.82,0.518114065695736,-999
2000-02-06,9.42,-1.25,3.26,14390.0,0.0,0.81,0.5200386680181538,-999
2000-02-07,10.59,-2.61,3.3,12930.0,0.0,1.23,0.46462439831149493,-999
2000-02-08,6.69,-3.14,0.91,9370.0,0.0,1.59,0.460800114032025,-999
2000-02-09,6.01,-3.32,0.77,6970.0,0.0,1.52,0.46882839177300156,-999
2000-02-10,10.19,-2.52,3.49,12550.0,0.0,0.91,0.6242651068705792,-999
2000-02-11,13.09,-0.02,5.27,11330.0,0.0,1.27,0.7380969644795426,-999
2000-02-12,11.92,1.76,5.95,7780.0,0.009,1.16,0.8190029759651498,-999
2000-02-13,12.97,4.1,8.02,4780.0,0.145,1.1,0.9158644183128886,-999
2000-02-14,9.93,3.05,5.98,4070.0000000000005,0.096,0.86,0.6759099762351599,-999
2000-02-15,9.07,0.3,4.3,8350.0,0.01,1.49,0.5829295193143046,-999
2000-02-16,10.4,-0.74,3.89,9740.0,0.004,1.21,0.6533990429843404,-999
2000-02-17,6.55,-0.35,2.88,7640.0,0.11100000000000002,2.87,0.6605102976618098,-999
2000-02-18,10.3,0.63,4.69,7110.0,0.16299999999999998,1.38,0.7486723293301335,-999
2000-02-19,7.99,1.51,4.16,3700.0,0.398,1.68,0.7245462815789436,-999
2000-02-20,8.8,-0.25,3.44,6700.0,0.12,1.42,0.6370686106397196,-999
2000-02-21,8.11,-1.26,2.83,4230.0,0.032,1.72,0.6229068888768878,-999
2000-02-22,7.32,-0.45,2.68,7750.0,0.004,1.78,0.6320112441229906,-999
2000-02-23,9.7,-1.6,3.61,6710.0,0.0,1.41,0.6288114284736147,-999
2000-02-24,8.61,-1.24,3.33,6470.0,0.016,1.04,0.6121348550473454,-999
2000-02-25,9.69,-1.82,3.51,16770.0,0.003,2.04,0.4684767763646057,-999
2000-02-26,11.07,-0.62,4.82,18520.0,0.006,0.79,0.3993070673417926,-999
2000-02-27,7.64,1.0,3.65,7340.0,0.24100000000000002,1.13,0.5989016413959919,-999
2000-02-28,10.09,0.11,4.07,15220.0,0.009,1.78,0.594113232259118,-999
2000-02-29,10.34,-0.74,4.01,17400.0,0.0,1.32,0.5984649256226164,-999
2000-03-01,11.51,-0.43,5.05,14260.0,0.059,1.1,0.6324695336284859,-999
2000-03-02,9.01,0.94,4.51,5510.0,0.394,1.52,0.737046717548357,-999
2000-03-03,12.83,1.96,7.02,6700.0,0.246,1.07,0.8041479408954134,-999
2000-03-04,13.28,1.87,7.97,8010.0,0.014000000000000002,1.06,0.866240546166533,-999
2000-03-05,14.57,5.23,9.37,13320.0,0.001,0.78,0.9139592581431737,-999
2000-03-06,13.05,4.87,8.47,6630.0,0.123,1.77,0.8590052434405806,-999
2000-03-07,11.37,3.53,6.79,5700.0,0.16999999999999998,1.46,0.8081237993659695,-999
2000-03-08,8.43,2.3,5.01,6450.0,0.514,1.85,0.7412556374983472,-999
2000-03-09,9.62,1.33,4.54,7680.0,0.54,1.64,0.7021142659714914,-999
2000-03-10,9.12,-0.33,4.05,5500.0,1.083,1.21,0.6881608162300921,-999
2000-03-11,11.7,1.7,6.28,11070.0,0.099,1.08,0.757228702192476,-999
2000-03-12,14.04,2.6,7.73,16100.000000000002,0.0,1.06,0.8178517473091151,-999
2000-03-13,12.75,2.63,7.59,13500.0,0.038,1.59,0.81612758103608,-999
2000-03-14,10.69,3.83,6.89,3080.0,0.211,2.02,0.8753602096135061,-999
2000-03-15,14.08,4.56,8.36,9820.0,0.725,1.71,0.8656355584784106,-999
2000-03-16,15.58,4.09,8.74,18900.0,0.04,1.7,0.7433680439794523,-999
2000-03-17,12.96,3.69,7.77,9800.0,0.019,1.33,0.8584047142006221,-999
2000-03-18,17.72,4.05,11.08,21500.0,0.0,1.28,0.9152289763602819,-999
2000-03-19,17.5,6.26,11.24,15620.0,0.006,3.09,0.9474814094848127,-999
2000-03-20,14.83,7.2,10.56,9640.0,0.068,2.46,1.1387866528898778,-999
2000-03-21,15.01,8.17,11.09,5310.0,0.23900000000000002,1.33,1.1882196949035704,-999
2000-03-22,14.0,6.46,9.98,5130.0,0.587,1.06,1.0691211163174248,-999
2000-03-23,14.08,4.64,8.87,5820.0,0.027000000000000003,1.4,0.7566914110265112,-999
2000-03-24,15.8,2.48,9.13,6610.0,0.0,1.8,0.7707708937549812,-999
2000-03-25,15.95,5.01,10.12,15830.0,0.0,1.52,0.7956863114632777,-999
2000-03-26,18.66,3.58,11.22,21120.0,0.0,1.91,0.7934431882980983,-999
2000-03-27,21.58,6.32,13.02,22500.0,0.0,2.07,0.856006297913203,-999
2000-03-28,20.17,8.02,13.31,22400.0,0.0,2.09,0.8876513989385627,-999
2000-03-29,17.33,7.49,12.23,18640.0,0.001,2.38,0.894476199517784,-999
2000-03-30,20.54,10.56,14.84,22520.0,0.012,2.19,1.2663312198754275,-999
2000-03-31,23.51,9.95,15.69,21890.0,0.015,1.56,1.457114379194928,-999
2000-04-01,20.73,9.95,15.3,15890.0,0.016,1.66,1.4333769478297147,-999
2000-04-02,17.3,9.45,13.01,6810.0,0.11200000000000002,1.59,1.2461833511317946,-999
2000-04-03,17.2,7.9,12.08,7090.0,0.026000000000000002,1.18,0.9693127427343273,-999
2000-04-04,19.39,6.3,12.69,12330.0,0.27599999999999997,0.95,1.0793623189564312,-999
2000-04-05,19.23,7.55,12.82,14310.0,0.045,1.98,0.9766876926695627,-999
2000-04-06,14.66,6.82,10.99,11730.0,0.073,1.05,0.9984239307059952,-999
2000-04-07,17.26,7.73,12.19,11330.0,0.031,1.39,1.1318746029993463,-999
2000-04-08,17.65,8.65,12.8,14750.0,0.001,1.24,1.2296093133087638,-999
2000-04-09,21.33,9.67,15.07,21950.0,0.181,1.76,1.268869728307258,-999
2000-04-10,19.58,6.76,12.87,12420.0,0.207,1.97,0.8578045552235403,-999
2000-04-11,18.33,6.54,12.03,12450.0,0.08399999999999999,1.3,0.8796449467446888,-999
2000-04-12,23.39,7.8,14.83,23160.0,0.0,1.35,1.1038446836428126,-999
2000-04-13,21.87,10.73,16.21,22540.0,0.42300000000000004,1.41,1.4523394703843757,-999
2000-04-14,18.13,7.12,12.94,14380.0,0.16,2.15,1.0503284775854718,-999
2000-04-15,20.23,7.92,13.67,24020.0,0.003,2.1,0.8512271879221929,-999
2000-04-16,21.73,5.73,13.7,24840.0,0.0,1.84,0.9760152061132401,-999
2000-04-17,22.51,7.44,15.8,19600.0,0.21600000000000003,3.23,1.3232219105625345,-999
2000-04-18,21.34,13.47,16.98,13180.0,0.504,1.45,1.5996425547583875,-999
2000-04-19,20.9,12.76,16.73,8360.0,0.454,1.43,1.6867710217009875,-999
2000-04-20,21.52,10.36,15.44,15090.0,0.9560000000000001,2.45,1.144961847393141,-999
2000-04-21,16.32,8.55,12.55,12230.0,0.197,1.39,0.9613233382452636,-999
2000-04-22,24.05,9.12,15.88,21440.0,0.087,1.36,1.2018779550560699,-999
2000-04-23,19.37,10.0,14.43,18440.0,0.076,1.91,1.2353880433172073,-999
2000-04-24,22.69,9.89,15.98,16850.0,0.064,0.88,1.5125305494412045,-999
2000-04-25,17.28,10.62,14.42,4190.0,0.564,1.8,1.4174301091044448,-999
2000-04-26,22.93,10.0,15.83,17840.0,0.062,1.49,0.9396508462740872,-999
2000-04-27,21.61,10.28,14.9,12610.0,0.004,2.0,1.0261926488973785,-999
2000-04-28,20.05,9.07,14.55,25480.0,0.16599999999999998,0.83,1.1930245868116587,-999
2000-04-29,19.64,11.33,15.13,7590.0,0.624,2.04,1.2799216975872638,-999
2000-04-30,18.85,9.62,14.41,10670.0,0.147,1.05,1.1053440455307895,-999
2000-05-01,20.44,10.21,15.01,8039.999999999999,0.09,1.49,1.2428529186492732,-999
2000-05-02,25.76,9.8,17.67,26180.0,0.0,1.98,1.1882196949035704,-999
2000-05-03,25.73,12.27,19.12,26420.0,0.0,1.68,1.2528677634951673,-999
2000-05-04,25.49,15.3,20.3,15760.0,0.0,1.05,1.3750584263039283,-999
2000-05-05,28.29,14.87,21.35,26510.0,0.0,1.2,1.3905860748812382,-999
2000-05-06,26.55,13.5,19.57,25650.0,0.0,2.33,1.4296106441984533,-999
2000-05-07,20.39,12.31,16.3,11800.0,1.042,2.12,1.3777874799875967,-999
2000-05-08,24.12,13.14,18.33,10130.0,2.013,1.64,1.7621524937691286,-999
2000-05-09,26.05,14.96,20.36,21750.0,0.23399999999999999,1.88,1.4628624606465963,-999
2000-05-10,27.65,13.9,20.33,24720.0,0.032,1.21,1.4532933514714337,-999
2000-05-11,25.29,12.58,18.91,13930.0,0.088,1.05,1.4928791965494708,-999
2000-05-12,29.44,12.04,21.62,26030.0,0.0,1.63,1.4773198543505097,-999
2000-05-13,29.05,17.26,22.56,25080.0,0.0,2.06,1.6163262420479212,-999
2000-05-14,29.95,15.89,22.96,25880.0,0.016,2.2,2.051047219011438,-999
2000-05-15,28.02,17.46,22.43,17030.0,1.141,2.42,2.057509302601041,-999
2000-05-16,21.3,13.24,17.11,6640.0,3.668,1.64,1.5728536950934302,-999
2000-05-17,23.64,13.03,18.58,19030.0,0.153,1.11,1.3970244451309146,-999
2000-05-18,24.65,12.72,18.2,19910.0,0.051000000000000004,1.91,1.460944225294001,-999
2000-05-19,26.28,12.32,19.67,22250.0,0.0,1.59,1.4619030667193333,-999
2000-05-20,28.27,15.59,21.81,25990.0,0.0,1.16,1.502676674025597,-999
2000-05-21,28.79,16.02,21.97,26590.0,0.0,1.27,1.5364116083197474,-999
2000-05-22,28.19,15.8,21.28,25230.0,0.0,1.93,1.5254253565328149,-999
2000-05-23,25.26,15.7,20.23,7460.0,0.2,1.76,1.8795657569525233,-999
2000-05-24,25.69,17.51,21.0,2820.0,3.128,1.9,2.233290237187354,-999
2000-05-25,26.51,17.08,21.73,8540.0,0.787,1.91,2.022824659804387,-999
2000-05-26,25.0,15.98,20.94,16250.0,0.073,1.34,1.8252667975660448,-999
2000-05-27,26.33,15.93,20.62,5680.0,0.16899999999999998,1.25,1.8747885741236199,-999
2000-05-28,21.55,14.93,18.25,4340.0,0.41200000000000003,1.68,1.6069229842912522,-999
2000-05-29,21.23,13.76,17.14,5370.0,0.9119999999999999,0.8,1.6576338109450417,-999
2000-05-30,25.97,15.37,19.64,12260.0,1.0859999999999999,1.52,1.79059959104506,-999
2000-05-31,28.76,12.2,20.52,27820.0,0.003,1.24,1.6845974116405884,-999
2000-06-01,27.87,16.48,22.64,14840.0,0.13,3.06,2.3455283836516725,-999
2000-06-02,28.9,20.42,24.31,13460.0,0.33999999999999997,3.79,2.5332049812438213,-999
2000-06-03,28.5,20.94,23.98,1910.0,3.444,2.48,2.626256313363128,-999
2000-06-04,24.46,18.12,20.91,16040.0,1.329,2.22,2.1204578986316798,-999
2000-06-05,22.87,17.14,19.75,4930.0,1.526,2.94,2.053629917131092,-999
2000-06-06,24.51,16.29,19.8,8150.0,0.667,1.88,1.978625683977136,-999
2000-06-07,24.64,17.09,20.88,12730.0,0.587,0.95,2.1539062742313173,-999
2000-06-08,24.16,17.39,20.69,6680.0,1.1320000000000001,1.65,1.993683379615865,-999
2000-06-09,25.21,14.25,19.37,13910.0,0.020999999999999998,1.47,1.7020552793138235,-999
2000-06-10,20.0,14.55,16.88,5820.0,0.628,2.01,1.6110962681159493,-999
2000-06-11,21.97,13.16,17.8,17190.0,0.015,1.27,1.588260344620149,-999
2000-06-12,23.44,14.19,18.69,20660.0,0.081,1.23,1.6716072601408931,-999
2000-06-13,24.39,14.42,19.59,18130.0,0.071,1.2,1.7407984378454429,-999
2000-06-14,24.54,14.52,19.08,18690.0,0.0,1.62,1.6716072601408931,-999
2000-06-15,26.08,13.06,20.53,25320.0,0.0,1.46,1.7009595332833891,-999
2000-06-16,27.96,16.25,22.33,26330.0,0.197,1.11,1.853422649205739,-999
2000-06-17,27.06,17.4,22.05,19550.0,0.005,1.23,2.047178503480027,-999
2000-06-18,25.94,17.08,21.83,17230.0,0.037,1.42,1.966153778406554,-999
2000-06-19,26.08,18.43,21.78,18970.0,0.736,0.97,2.0139163499996564,-999
2000-06-20,26.07,17.1,21.18,16970.0,0.409,1.48,2.1085282620433463,-999
2000-06-21,27.88,17.53,22.55,23200.0,0.064,0.82,2.0966574092977894,-999
2000-06-22,25.9,16.94,22.36,23480.0,0.092,1.23,2.223575577163071,-999
2000-06-23,26.75,20.46,23.19,20340.0,2.908,2.02,2.6086847339558017,-999
2000-06-24,26.12,20.3,23.19,7490.0,3.412,3.95,2.6198547230122324,-999
2000-06-25,24.18,21.23,22.65,8570.0,1.001,3.5,2.5959699942202965,-999
2000-06-26,28.2,21.25,24.11,9800.0,0.354,2.88,2.623053812298146,-999
2000-06-27,28.26,21.2,24.42,11780.0,0.126,2.87,2.623053812298146,-999
2000-06-28,28.8,21.07,24.71,8830.0,0.5740000000000001,2.18,2.709082405216118,-999
2000-06-29,29.33,21.27,24.99,24310.0,0.322,1.21,2.545650806709754,-999
2000-06-30,29.37,20.45,24.74,20920.0,0.9970000000000001,1.33,2.5332049812438213,-999
2000-07-01,24.53,20.83,22.51,2720.0,5.113,1.88,2.4778543688184804,-999
2000-07-02,25.54,20.81,22.79,4660.0,2.0170000000000003,3.38,2.5301018452033914,-999
2000-07-03,27.27,20.19,23.53,7400.0,0.317,2.3,2.5285515231624216,-999
2000-07-04,27.81,19.87,23.75,3550.0,1.285,1.46,2.525453369159662,-999
2000-07-05,28.23,20.63,23.76,7340.0,0.78,1.62,2.586469500469301,-999
2000-07-06,23.96,20.26,22.26,19600.0,4.564,1.55,2.4885334367023186,-999
2000-07-07,26.57,19.96,23.06,20800.0,0.311,1.34,2.534757795995409,-999
2000-07-08,27.4,19.3,23.13,19210.0,0.329,1.16,2.377649521341821,-999
2000-07-09,26.96,19.44,23.13,22610.0,0.031,0.8,2.2937846394975665,-999
2000-07-10,27.14,19.86,23.46,21370.0,0.074,0.91,2.1728382994346496,-999
2000-07-11,27.84,19.59,23.32,15820.0,0.004,1.18,2.1633541649278674,-999
2000-07-12,27.22,18.87,23.4,14320.0,0.037,1.87,2.4763320619613167,-999
2000-07-13,27.21,20.5,23.83,12600.0,0.325,2.88,2.591215943529059,-999
2000-07-14,26.3,21.24,23.51,3870.0,0.6759999999999999,3.5,2.583309426477026,-999
2000-07-15,23.8,21.33,22.55,7300.0,0.95,2.67,2.5785756399459467,-999
2000-07-16,28.08,20.46,24.16,19350.0,0.08,1.97,2.588050803498801,-999
2000-07-17,29.58,20.4,25.01,25750.0,0.038,1.52,2.6023205803714995,-999
2000-07-18,28.62,20.89,24.81,25280.0,0.20400000000000001,1.16,2.640709871370244,-999
2000-07-19,28.41,21.3,24.69,25510.0,0.449,0.98,2.6055009597054024,-999
2000-07-20,25.28,20.65,22.96,24260.0,0.383,1.67,2.576999396102637,-999
2000-07-21,27.11,19.83,23.31,22510.0,0.073,1.88,2.496185947704084,-999
2000-07-22,28.83,20.15,24.4,20240.0,0.003,1.77,2.588050803498801,-999
2000-07-23,29.51,20.4,25.01,21610.0,0.11699999999999999,1.31,2.635884317974316,-999
2000-07-24,28.85,20.94,24.91,21830.0,0.08399999999999999,1.38,2.6455431393604085,-999
2000-07-25,29.64,20.85,25.33,24530.0,0.122,1.11,2.6698255631243346,-999
2000-07-26,29.1,21.92,25.47,20240.0,1.206,1.19,2.787422845555343,-999
2000-07-27,30.05,22.11,26.36,21930.0,0.514,0.72,2.8060408861466497,-999
2000-07-28,29.69,23.66,26.69,13520.0,2.6260000000000003,0.52,2.817945171449713,-999
2000-07-29,27.46,20.46,24.21,5540.0,1.613,1.4,2.6471559448444513,-999
2000-07-30,26.54,17.44,21.89,16620.0,0.219,1.45,1.7883091034046827,-999
2000-07-31,28.48,15.73,22.27,25950.0,0.0,1.0,1.7621524937691286,-999
2000-08-01,26.2,17.24,21.79,18140.0,0.038,1.35,1.9048213536601915,-999
2000-08-02,24.58,16.84,20.81,4040.0,2.701,1.51,2.0394602335134464,-999
2000-08-03,24.09,17.97,20.62,3620.0,2.919,1.69,2.2514302901826335,-999
2000-08-04,27.62,18.6,22.69,8770.0,0.29100000000000004,1.42,2.390900425939826,-999
2000-08-05,28.19,19.34,23.59,17660.0,0.495,1.33,2.5285515231624216,-999
2000-08-06,27.69,19.37,23.36,17220.0,0.352,1.52,2.493122479043225,-999
2000-08-07,28.15,20.02,23.88,19340.0,0.506,1.39,2.5378659208426773,-999
2000-08-08,28.33,20.78,24.11,15480.0,0.9179999999999999,1.34,2.6182564568266917,-999
2000-08-09,28.77,20.91,24.71,12370.0,0.369,0.66,2.5707028355966366,-999
2000-08-10,27.72,21.45,24.75,17790.0,0.508,0.55,2.5208123577196293,-999
2000-08-11,28.27,21.88,24.95,23700.0,0.43499999999999994,1.05,2.623053812298146,-999
2000-08-12,27.66,21.8,24.88,13900.0,0.623,0.81,2.640709871370244,-999
2000-08-13,28.77,21.9,24.76,19790.0,0.55,0.77,2.639100496908438,-999
2000-08-14,28.4,20.87,24.28,20900.0,0.339,1.0,2.640709871370244,-999
2000-08-15,27.94,21.37,24.32,12420.0,0.385,0.71,2.6150624794521766,-999
2000-08-16,28.52,20.52,24.18,20230.0,0.335,1.14,2.544092162457651,-999
2000-08-17,27.65,20.73,23.77,13500.0,0.311,1.76,2.591215943529059,-999
2000-08-18,26.67,20.51,23.58,7250.0,2.388,1.21,2.572275714252674,-999
2000-08-19,26.29,19.9,22.94,12950.0,4.3759999999999994,2.04,2.5628510399449316,-999
2000-08-20,26.4,18.03,21.75,22580.0,0.08199999999999999,1.73,2.211139634005992,-999
2000-08-21,25.01,18.15,21.26,14130.0,0.027000000000000003,1.93,2.162002249989341,-999
2000-08-22,26.62,18.19,22.31,10180.0,0.056999999999999995,0.99,2.2880974341531832,-999
2000-08-23,28.23,20.41,23.54,12480.0,0.154,0.48,2.4445518790126393,-999
2000-08-24,28.01,18.64,23.31,22990.0,0.014000000000000002,1.6,2.218040957688457,-999
2000-08-25,28.36,18.37,23.58,21110.0,0.1,1.13,2.155253758345847,-999
2000-08-26,24.87,19.65,21.95,16550.0,0.554,0.79,2.2952083710657747,-999
2000-08-27,27.01,18.21,22.24,20490.0,0.148,1.09,2.0407448398747956,-999
2000-08-28,23.65,17.06,20.79,14750.0,0.006,0.76,1.8676427463291385,-999
2000-08-29,26.14,17.11,21.58,15840.0,0.196,1.02,2.020275914751577,-999
2000-08-30,26.93,16.69,22.12,19710.0,0.004,1.45,2.0292088433566926,-999
2000-08-31,27.81,17.83,22.8,21620.0,0.0,0.88,2.078307901964464,-999
2000-09-01,29.14,18.29,23.26,22270.0,0.005,0.65,2.147179905927435,-999
2000-09-02,28.68,17.43,23.26,22380.0,1.109,1.16,2.1404719267812085,-999
2000-09-03,26.47,19.5,22.05,6160.0,2.2800000000000002,1.55,2.309488249490783,-999
2000-09-04,28.39,18.4,23.69,15850.0,0.04,0.8,2.2291222745702255,-999
2000-09-05,27.4,17.13,22.46,17340.0,1.1400000000000001,1.83,2.2472327242045984,-999
2000-09-06,23.28,13.2,17.78,6580.0,0.133,2.16,1.6257777375214264,-999
2000-09-07,17.41,12.64,14.41,5310.0,0.29900000000000004,0.88,1.3777874799875967,-999
2000-09-08,21.21,11.11,16.33,17290.0,0.023,1.07,1.5125305494412045,-999
2000-09-09,19.12,13.53,16.08,3390.0,0.202,0.98,1.5454519499592112,-999
2000-09-10,18.15,11.87,14.74,3970.0,0.177,1.02,1.450433357332691,-999
2000-09-11,20.23,12.48,16.19,4270.0,0.119,0.52,1.5646905613636155,-999
2000-09-12,21.4,14.15,17.07,9480.0,0.025,0.66,1.6069229842912522,-999
2000-09-13,22.34,11.93,17.16,21830.0,0.0,1.53,1.4016392974974656,-999
2000-09-14,24.63,10.64,17.83,22220.0,0.0,1.76,1.4296106441984533,-999
2000-09-15,25.14,12.37,19.42,21430.0,0.0,1.49,1.5016943929164368,-999
2000-09-16,25.55,15.53,19.88,19470.0,0.0,1.31,1.605881146402759,-999
2000-09-17,26.68,13.55,20.08,21090.0,0.0,1.1,1.5996425547583875,-999
2000-09-18,25.95,15.29,20.37,18260.0,0.014000000000000002,1.28,1.6226218663209009,-999
2000-09-19,22.13,15.39,18.56,6150.0,0.24300000000000002,0.78,1.7263188059134273,-999
2000-09-20,23.58,13.51,18.17,13130.0,0.05,0.84,1.6226218663209009,-999
2000-09-21,24.23,13.07,18.35,20140.0,0.016,1.48,1.7928926496557016,-999
2000-09-22,25.54,15.54,20.14,17330.0,0.052000000000000005,1.96,2.0704869608058805,-999
2000-09-23,26.07,17.0,21.31,14630.0,0.08199999999999999,2.26,2.208384369151802,-999
2000-09-24,22.97,18.96,20.69,5660.0,1.207,2.07,2.302338628043423,-999
2000-09-25,22.45,15.82,19.41,8350.0,2.05,2.16,2.1244475498095214,-999
2000-09-26,25.09,14.8,19.19,10320.0,0.141,1.07,1.88315563965589,-999
2000-09-27,20.37,15.76,17.93,3850.0,1.3359999999999999,2.3,1.9169519625555558,-999
2000-09-28,21.39,15.12,17.54,5780.0,1.4769999999999999,2.91,1.8712126715615796,-999
2000-09-29,19.09,13.98,15.85,2390.0,1.315,2.78,1.6889470908571869,-999
2000-09-30,19.55,13.91,15.91,3420.0,1.432,1.98,1.68351152803309,-999
2000-10-01,24.14,13.94,18.57,5170.0,2.0100000000000002,1.71,1.9673978629788929,-999
2000-10-02,22.53,15.64,18.45,11030.0,1.5310000000000001,1.05,1.8451714804405386,-999
2000-10-03,23.23,14.08,17.94,17350.0,0.059,0.7,1.7241005689524094,-999
2000-10-04,23.48,13.61,18.56,17870.0,0.073,0.48,1.6791741295370017,-999
2000-10-05,22.58,14.61,17.98,12010.0,0.012,0.86,1.7064444556104745,-999
2000-10-06,23.31,13.62,17.67,16740.0,0.0,1.41,1.746395813317633,-999
2000-10-07,23.87,12.92,18.06,17380.0,0.0,1.23,1.7621524937691286,-999
2000-10-08,24.96,14.39,18.94,14730.0,0.0,1.67,1.9084534554069001,-999
2000-10-09,25.08,16.17,20.13,14720.0,0.174,2.62,2.107206379998679,-999
2000-10-10,25.69,18.58,21.24,14840.0,0.24,2.91,2.238858124675362,-999
2000-10-11,23.49,11.73,18.48,3840.0,1.846,2.75,1.9525142529848156,-999
2000-10-12,13.68,7.63,10.94,2210.0,0.992,2.17,1.1060943983837987,-999
2000-10-13,11.56,6.78,8.76,2120.0,0.40599999999999997,1.23,0.9760152061132401,-999
2000-10-14,14.19,6.42,10.11,6820.0,0.022,0.55,1.0460332458072776,-999
2000-10-15,17.95,7.69,12.44,6930.0,0.223,1.05,1.2254962141884433,-999
2000-10-16,13.05,8.86,11.12,4760.0,1.466,0.77,1.1970417089624772,-999
2000-10-17,18.73,8.15,12.77,9250.0,0.018,1.05,1.2304333881855989,-999
2000-10-18,18.44,8.86,12.13,17660.0,0.076,1.48,1.21160202659855,-999
2000-10-19,15.91,9.07,12.3,7270.0,0.572,0.64,1.2486863221792912,-999
2000-10-20,19.59,8.82,13.65,15150.0,0.281,1.4,1.3507098424529125,-999
2000-10-21,16.3,11.18,13.26,2700.0,2.018,1.22,1.4258530341737428,-999
2000-10-22,20.95,11.73,15.69,9350.0,0.121,0.63,1.527417712902666,-999
2000-10-23,19.99,12.02,15.62,6320.0,0.10900000000000001,2.05,1.6597768810188067,-999
2000-10-24,21.46,13.3,16.87,3930.0,0.737,1.84,1.7757572681650056,-999
2000-10-25,15.3,10.6,12.56,4290.0,1.332,1.21,1.3109699920303326,-999
2000-10-26,13.11,8.99,10.77,3700.0,1.943,1.44,1.1890193262564484,-999
2000-10-27,11.65,8.26,9.62,2520.0,1.549,1.76,1.1121133772287237,-999
2000-10-28,13.55,7.86,10.58,3040.0,1.6469999999999998,0.88,1.1613121221729747,-999
2000-10-29,14.16,6.35,9.8,12780.0,0.011,1.2,0.856006297913203,-999
2000-10-30,16.42,2.93,9.76,16219.999999999998,0.0,0.88,0.8524197540003766,-999
2000-10-31,17.13,5.03,10.88,16450.0,0.0,1.42,0.8796449467446888,-999
2000-11-01,17.02,5.24,10.83,17000.0,0.004,0.68,0.8329296454614172,-999
2000-11-02,16.88,6.21,10.19,16610.0,0.0,1.1,0.9448648567399647,-999
2000-11-03,18.58,3.83,11.3,16370.000000000002,0.0,1.02,0.931877369296815,-999
2000-11-04,20.23,5.56,12.3,16129.999999999998,0.0,1.15,1.0438914352743032,-999
2000-11-05,18.6,7.01,12.08,15890.0,0.0,1.45,1.1636645634990301,-999
